Title,Published_date,Views,Likes,Comments
When Indian Military Joined American and Russian Military in Afghanistan - Northern Alliance,2021-07-09T09:16:52Z,524087,32955,1326
Biden भूल गए कि USA ने Afghanistan पर 2 trillion dollars खर्च क्यों किए ! #Shorts #youtubeshorts,2021-07-09T07:30:03Z,1536052,61090,2203
9 July 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-07-09T00:30:12Z,31634,2457,89
Islamic Countries want to send a special Team to Kashmir,2021-07-08T17:13:29Z,546589,36903,5382
Bad News from France | भारत सरकार की 20 संपत्तियों को जब्त करने का दिया आदेश,2021-07-08T12:46:57Z,658261,36639,2582
Video of Huge Blast in Dubai धमाके से हिल उठा दुबई शहर #Shorts #youtubeshorts,2021-07-08T08:49:09Z,3752158,112681,1263
8 July 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-07-08T00:30:02Z,34546,2715,144
Afghanistan में Russian Army की एंट्री | Good News for India?,2021-07-07T16:36:58Z,813606,50873,6139
Pakistan wants India in FATF Grey List | ऐसा हो सकता है?,2021-07-07T11:03:34Z,457420,34625,4245
Most Important Current Affairs MCQs from 16 to 30 June 2021 by Harish Tiwari,2021-07-07T03:30:14Z,23552,1325,153
7 July 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-07-07T00:30:08Z,29074,2379,240
"Kim Jong Un, PM Modi and Imran Khan in same list titled Predators of Press Freedom",2021-07-06T17:08:10Z,483234,34566,10164
India Angers China on Dalai Lama issue | PM Modi ने दी दलाई लामा को जन्मदिन की बधाई,2021-07-06T13:28:14Z,465749,42719,3601
Why China Hates Israel? Explained,2021-07-06T10:38:45Z,482534,32680,2434
6 July 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-07-06T00:30:02Z,30631,2480,118
"केजरीवाल ने की PM मोदी से मांग, इस साल डॉक्टरों को दिया जाए भारत रत्न #shorts",2021-07-05T15:47:35Z,284706,23964,5256
India is Building Mega ISRO Ground Station in Vietnam,2021-07-05T14:52:19Z,383334,34542,1998
Pakistan Blames India for Hafiz Saeed Bomb Blast,2021-07-05T06:04:41Z,476184,31973,3623
5 July 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-07-05T00:30:01Z,31466,2581,141
Indian Air Force vs CDS वायुसेना सिर्फ सपोर्टिंग आर्म? Integrated Theatre Command Issue,2021-07-04T17:19:54Z,576564,37726,3633
Major Blunder by Biden | Taliban has captured American Tanks and Combat vehicles,2021-07-04T13:29:00Z,728402,45666,5933
4 July 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-07-04T00:30:03Z,34080,3246,229
India will hit back at Pakistan after Drone Strikes At the Right Time says CDS,2021-07-03T17:34:20Z,494084,40916,4309
Horrifying Fire on Ocean आग की आंख Eye of the fire in Gulf of Mexico #shorts #youtubeshorts,2021-07-03T06:14:14Z,959154,64917,1015
India breaks Records in Exports Growth देश के Exports ने बनाया नया Record,2021-07-03T04:41:37Z,511336,40205,4090
3 July 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-07-03T00:30:04Z,30916,2501,138
PM Modi New York Times Controversy क्या है? #shorts #youtubeshorts,2021-07-02T18:08:32Z,694900,34837,2580
France Nuclear Bomb Radiation Case माफ़ी मांगने से इंकार,2021-07-02T17:12:57Z,369112,26449,1562
Pakistan and Turkey are using Child Soldiers | USA puts Pakistan and Turkey on sanctions list,2021-07-02T13:45:54Z,391561,31242,3449
World's First Flying Car Successful Flight using BMW engine,2021-07-02T11:37:49Z,568668,31756,1740
Poor China Made Pakistan Missiles Stop Working,2021-07-02T08:39:16Z,577917,37023,5569
Sri Lanka Refused Airspace Access to USA and Indian Military?,2021-07-02T03:00:09Z,470890,31960,2613
2 July 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-07-02T00:30:02Z,33281,2660,155
Victory for India in Vaccine Passport Issue | European Countries Recognise Covishield,2021-07-01T14:58:48Z,442311,36294,2474
China’s Mega Military Base in Tanzania भारत के लिए चुनौती,2021-07-01T12:29:24Z,330209,24825,2098
1 July 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-07-01T00:30:01Z,39895,2984,230
Sri Lanka orders China to stop using Military Uniform,2021-06-30T16:30:35Z,489447,34193,3021
भारत ने चीन को पछाड़ा Cyber Security Index में #shorts,2021-06-30T12:55:17Z,1065096,84724,1161
Pakistan Complains about US Pressure over China relations,2021-06-30T10:18:49Z,449888,33423,2941
"Bitcoin, Dogecoin & ETH में भारत, जाने क्यों ? #shorts #youtubeshorts",2021-06-30T04:14:16Z,384780,23726,863
30 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-30T00:30:03Z,32317,2746,105
India raises Jammu Drone Attack at the United Nations भारत ने UN में उठाया  ड्रोन हमले का मुद्दा,2021-06-29T16:13:01Z,400235,30108,2217
"India sends 50,000 Soldiers to China border from Pakistan border भारत का ऐतिहासिक कदम",2021-06-29T11:45:03Z,643589,45188,4684
29 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-29T00:30:11Z,29059,2537,134
Imran Khan’s aide made Secret visit to Israel and met MOSSAD Chief,2021-06-28T17:16:28Z,485820,33955,3332
Twitter shows Kashmir and Ladakh as independent from India,2021-06-28T14:05:58Z,504286,42182,10603
Drone Attack on Indian Air force was done from Pakistan,2021-06-28T10:16:35Z,465188,33932,5013
28 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-28T00:30:00Z,30919,2534,115
Treat Pakistan like you Treat India | Imran Khan's Great Game,2021-06-27T15:28:10Z,566098,37745,4079
Drone Attack on Indian Airforce  जम्मू एयरफोर्स स्टेशन में ड्रोन से हुए दो धमाके,2021-06-27T08:17:43Z,575015,41446,4370
27 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-27T00:30:04Z,30719,2485,85
Dragon Man Discovery of Massive Human Skull in China | New Human Species,2021-06-26T16:25:16Z,649233,41780,6743
Ram Setu will be declared National Monument in India?,2021-06-26T08:29:14Z,383718,40988,7244
Twitter भारत से कितना कमाता है? #shorts,2021-06-26T06:41:46Z,1002019,64669,699
China has built a Bullet Train near India Border,2021-06-26T04:53:01Z,366436,27608,4180
26 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-26T00:30:00Z,30868,2573,88
Pakistan Blames India for FATF Grey List Failure,2021-06-25T16:13:52Z,457649,33159,2973
क्या भारत को इसे सहन करना चाहिए? Twitter Locks Indian IT Minister’s Account,2021-06-25T13:54:15Z,335050,30434,11619
Asia का सबसे बड़ा Naval Base बनेगा In INDIA #shorts,2021-06-25T10:55:20Z,2914946,187839,1229
China demands Nobel Prize for Wuhan Lab Research on Covid 19,2021-06-25T08:30:01Z,397793,29235,6458
25 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-25T00:30:01Z,27390,2651,97
Ajit Doval directly tells SCO to take action against Pakistan Terror Groups,2021-06-24T16:33:22Z,372692,32422,1774
India Successfully Test-Fires Agni Prime Missile In Odisha,2021-06-24T12:26:29Z,472957,40443,3279
Russia ने British Navy पर दागी Missile | Russia fired warning shots at British warship,2021-06-24T07:24:55Z,408159,29073,1433
24 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-24T00:30:01Z,33659,2750,113
Chinese Soldiers Can’t Fight in Mountains and need more training says Indian CDS,2021-06-23T15:31:43Z,438552,35553,2611
Delta Plus - IMPACT ON INDIA | Delta और Delta Plus में अंतर क्या है ?,2021-06-23T11:11:27Z,357841,25416,1334
UK Rejects Pakistan’s Partnership Offer | Imran Khan UK  Visit cancelled,2021-06-23T03:00:14Z,509764,37723,2704
23 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-23T00:30:05Z,29195,2606,125
Israel will make Turkish drones useless | Israel Becomes first Country to use Aerial Laser Weapon,2021-06-22T14:43:30Z,477948,34473,2652
"Nepal created Yoga, Not India says KP Oli | नेपाल के पीएम बोले- हमारे यहां हुई थी योग की उत्पत्ति",2021-06-22T07:19:03Z,330582,29208,7209
22 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-22T00:30:14Z,28808,2598,151
"US ने समंदर में दागा 18,000 किलो का बम, कांपी धरती आया भूकंप #shorts",2021-06-21T16:41:56Z,5195492,212488,2881
Major Victory for Make in India Samsung shifts Display Unit from China to India,2021-06-21T15:05:33Z,497866,44298,4386
Israel says it will have to Attack Iran because of Nuclear Deal,2021-06-21T10:08:01Z,477900,34469,3257
China Angry at Nepal for Vaccine Price Leak,2021-06-21T03:00:01Z,450820,33434,5152
India and China Refuse to vote against Myanmar at United Nations,2021-06-20T13:18:17Z,372642,27247,3864
Mysterious New Island Near India? Google Maps shows underwater island near Kochi,2021-06-20T03:00:03Z,712052,43976,3230
Most Important Current Affairs MCQs from 1 to 15 June 2021 by Harish Tiwari,2021-06-20T00:30:09Z,52285,3371,188
US ban on Iran’s New President Impact on India and world,2021-06-19T14:23:44Z,408269,29075,1470
दुनिया के सबसे हिंसक (Violent) देश #shorts,2021-06-19T08:00:50Z,872974,45874,2108
Pakistanis Protests against Chinese Ships at Gwadar  | CPEC की मजबूरी,2021-06-19T06:32:14Z,440364,33373,2556
19 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-19T00:30:06Z,37317,3786,289
How PM Modi Beat Biden and Macron in World Approval Ratings,2021-06-18T16:15:03Z,360488,32682,6466
Millions will die in North Korea because of Food Crisis  ₹3000 प्रति किलो में बिक रहा केला,2021-06-18T13:22:47Z,604347,39848,3582
China Stops Media from Covering Nuclear Plant Damage | What is China hiding?,2021-06-18T10:37:13Z,315553,24896,1338
18 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-18T00:37:37Z,34545,2932,162
Pakistan using Indian Covid Donations to Hurt India - DisInfo Lab Report,2021-06-17T16:20:09Z,397006,31247,2843
China Mocks India Covid Deaths  and G7 in Controversial Cartoon,2021-06-17T11:35:57Z,484020,42260,6741
France to get World’s Most Powerful Magnet for ITER Project,2021-06-17T09:07:08Z,389750,27569,1360
17 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-17T00:30:05Z,36933,3118,163
USA Claims it Destroyed S-400 System in War Drills| Should India be worried?,2021-06-16T15:48:33Z,458483,30917,1925
Bad news for Twitter as it loses legal protection in India  छिन गया सुरक्षा का अधिकार,2021-06-16T11:08:09Z,424996,38353,4045
Israel launches Air Strikes on Gaza Ceasefire broken by Hamas,2021-06-16T04:23:33Z,457991,36815,4001
16 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-16T00:30:01Z,33869,2883,183
Israel Prepares Iron Dome Again after Ultra-Right Wing March Through Palestine,2021-06-15T14:53:57Z,315361,26004,2306
Indian Army Receives United Nations Medals for Outstanding Service,2021-06-15T12:27:07Z,292386,29262,3627
15 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-15T00:30:04Z,34763,3016,131
Netanyahu Attacks Biden in his Last Speech | New Prime Minister of Israel Naftali Bennett,2021-06-14T09:11:26Z,470201,35591,2157
G7 Summit 2021 Full Analysis भारत को कितना फायदा ?,2021-06-14T05:11:30Z,411685,32549,3110
14 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-14T00:30:01Z,34435,2952,310
Earth Now has 5 Oceans दुनिया को मिला एक और महासागर New Ocean Named Southern Ocean,2021-06-13T14:36:18Z,597221,42772,4993
Fear of China World Leaders Have Secret meeting Without Internet during G7 Summit,2021-06-13T07:23:10Z,521957,38055,2827
For the First Time in History India’s Forex Reserves hit $605 Billion,2021-06-12T13:37:29Z,462757,35446,3315
Pakistan to Punish Facebook for Supporting India on Kashmir,2021-06-12T06:34:13Z,434527,35974,3752
Lakshadweep Islands Bio-Weapon Controversy | Aisha Sultana case,2021-06-12T04:20:06Z,504548,34957,6377
12 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-12T00:30:03Z,34988,2943,194
Saudi Arabia finally gives Women Freedom from Male Guardian,2021-06-11T18:00:04Z,263852,22076,2709
New Government in Israel Impact on India,2021-06-11T15:58:45Z,459428,34695,1783
Russia to provide Iran Advanced Military Satellite to use against Israel and US,2021-06-11T11:18:55Z,309016,24774,2843
Pakistan Passes Bill on  Kulbhushan Jadhav Case झुका पाकिस्तान,2021-06-11T08:30:02Z,389267,32925,2276
11 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-11T00:30:05Z,33610,3024,252
China Warns Japan for Calling Taiwan a Country,2021-06-10T16:45:23Z,370434,31601,2958
Nigeria has Officially joined Indian App KOO after Twitter Ban,2021-06-10T07:27:04Z,405451,39261,4209
10 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-10T00:30:01Z,31097,3010,214
Indian and Tajikistani Soldiers Fight at IMA | Inquiry Ordered,2021-06-09T16:59:22Z,623144,41140,2730
Israel Missile Strike on Syria 8 dead | Netanyahu’s Goodbye Strike,2021-06-09T08:57:39Z,440055,33738,2078
Pakistan Challenges India on Division of Jammu & Kashmir |  Bifurcation Issue,2021-06-09T04:42:00Z,527629,41824,7795
9 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-09T00:30:03Z,31307,2978,205
China Pakistan to Launch Mega News Network to Counter USA and Israel,2021-06-08T16:02:36Z,312734,26987,2712
Diplomatic Victory For India as Turkey to be replaced by Maldives at UNGA,2021-06-08T09:23:08Z,517165,43530,3411
8 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-08T00:30:03Z,32740,3228,255
Minorities being Targeted in Balochistan by Pakistan Intelligence,2021-06-07T17:22:32Z,251182,24294,3879
G7 Tax Deal क्या है ? India will get Billions of Dollars in Corporate Tax,2021-06-07T15:31:19Z,446011,32300,1613
Pakistan to Host Islamic Countries Summit over Kashmir against India,2021-06-07T05:59:14Z,420534,32787,8461
7 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-07T00:30:01Z,34392,3177,171
USA looking for 400 Dead WWII Soldiers in India,2021-06-06T16:08:48Z,461089,31159,1827
China Openly Blames UK for Kashmir Wars,2021-06-06T06:12:01Z,452685,35981,5866
6 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-06T00:30:10Z,34291,3092,215
Indian Soldiers to become Super Warriors with Exoskeletons by DRDO,2021-06-05T16:54:42Z,566881,42317,2798
Bankrupt Iran will not be able to Vote in United Nations,2021-06-05T07:40:10Z,375500,29567,4513
Twitter Blue Badge Vice President of India Controversy Explained,2021-06-05T04:54:28Z,361490,31438,5992
Bangladesh Protests against China for Uighur Muslims,2021-06-05T02:27:52Z,406239,36664,4192
5 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-05T00:30:09Z,30353,2903,172
"India’s Mega ₹43,000 Crore Project 75i for Advanced Submarines",2021-06-04T17:06:42Z,424732,31940,3296
$10 Trillion Penalty Should be Imposed on China for Covid 19 says Donald Trump,2021-06-04T12:04:42Z,424728,36424,3518
No Evidence UFO were Alien Spacecraft UFO को लेकर US संसद  की रिपोर्ट,2021-06-04T08:30:12Z,337118,25361,2503
4 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-04T00:30:04Z,35456,3100,279
Amul asks PM Modi to Ban PETA from India विदेशी साजिश का लगाया आऱोप,2021-06-03T17:17:42Z,442364,37381,14082
China Warns of Nuclear War with USA over Covid 19 Investigation,2021-06-03T14:11:06Z,528875,41090,4726
Palestine Blames India for Supporting Israel at United Nations,2021-06-03T05:20:49Z,506001,39204,10212
Most Important Current Affairs MCQs from 20 to 31 May 2021 by Harish Tiwari,2021-06-03T04:49:09Z,25614,1621,144
3 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-03T00:30:04Z,33867,3054,209
China  Jails Celebrity for saying Many Chinese Soldiers Died against India in Galwan Valley,2021-06-02T16:21:42Z,432905,33964,3249
World's First Case of Human Case of H10N3 Bird Flu in world reported in China,2021-06-02T12:05:11Z,348487,26914,3410
2 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-02T00:30:03Z,38610,3356,173
COVID-26 and ‘COVID-32  Warning from US Experts,2021-06-01T16:33:41Z,500344,34480,2241
Turkey angry over Islam Map by Austria क्या है Islam Map ?,2021-06-01T09:00:14Z,866019,38907,7238
Indian Covid 19 Variant will be called DELTA कोरोना वैरिएंट को डेल्टा नाम दिया,2021-06-01T04:50:52Z,334364,25769,3041
1 June 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-06-01T00:30:06Z,42592,3441,134
Ultra Right-Wing Leader Naftali Bennett Could Replace Benjamin Netanyahu,2021-05-31T17:38:44Z,402242,31849,4892
China Declares Three Child Policy to save Population Growth  बूढ़ी होती आबादी का डर,2021-05-31T14:05:06Z,374141,27718,3289
World’s First Artificial Intelligence War Israel Vs Hamas Conflict,2021-05-31T06:11:00Z,508094,33785,3534
31 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-31T00:30:03Z,34883,2957,149
Macron Warns Mali of Radical Islamism after Coup,2021-05-30T17:44:45Z,355696,28334,2710
Australia wants Banned Poison from India for Mice Plague,2021-05-30T13:33:25Z,556298,35004,4873
30 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-30T00:30:02Z,36255,2930,219
USA’s Nuclear Bomb Secrets Leaked Huge Blunder by US Military,2021-05-29T16:25:52Z,635555,45927,4525
Amul and PETA Controversy Vegan Milk Vs Cow Milk What is right to Drink?,2021-05-29T08:26:18Z,659872,44398,17502
USA Wanted to Drop Nuclear Bomb on China in 1958 over Taiwan Invasion,2021-05-29T07:16:27Z,432936,30926,2133
India Angry over Kashmir Palestine Comparison by UNGA President,2021-05-29T02:30:13Z,514490,43404,10736
29 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-29T00:30:02Z,29393,2712,223
Emmanuel Macron asks for Forgiveness over Rwanda Genocide,2021-05-28T17:09:30Z,603130,39465,2563
Pakistan Threatens Hindu American Body over 1971 Bengali Genocide,2021-05-28T13:46:00Z,541698,45873,8736
India and France Refuse to Vote Against Israel at UN Human Rights Council,2021-05-28T11:41:43Z,1029056,51338,9579
Sanjay Dutt receives UAE’s golden visa | What is Golden Visa?,2021-05-28T08:30:13Z,642192,35759,3944
28 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-28T00:30:02Z,32590,2858,204
Biden orders investigation into source of COVID 19 | Was Trump Right about Wuhan Laboratory?,2021-05-27T14:30:45Z,353207,32756,3106
India to Deploy Israeli Drones against China near Ladakh,2021-05-27T08:13:54Z,465882,35218,2652
Mehul Choksi caught by Dominica CID Could be Brought Back Directly to India,2021-05-27T03:13:47Z,352056,28468,1993
27 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-27T00:30:01Z,31033,3531,341
China refuses to pick up American Phone Calls over Taiwan War,2021-05-26T15:13:55Z,447810,32668,3151
WhatsApp Files Case Against Indian Government over Social Media Guidelines,2021-05-26T07:03:09Z,527412,40509,16085
China Controlled Province in Sri Lanka Colombo Port City,2021-05-26T03:00:11Z,375380,28603,3786
26 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-26T00:30:01Z,30636,3120,373
Bad News for Israel Young Americans are Becoming Anti Israel and Pro Palestine,2021-05-25T15:45:47Z,349961,26303,5809
Will Facebook Instagram be Banned in India? 26th May Ban Possible on twitter?,2021-05-25T11:21:51Z,544933,42509,12451
USA will use Pakistani Land and Airspace for Military Action,2021-05-25T03:00:15Z,499811,33465,3076
25 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-25T00:30:02Z,31703,2986,605
Indian Army Rushes to Congo to save lives after Massive volcano erupts in eastern Congo,2021-05-24T15:24:21Z,523332,51159,4249
World is Angry at Belarus President | Hijacking of plane by Belarus | Ryanair plane,2021-05-24T12:01:03Z,534223,36725,3283
Most Important Current Affairs MCQs from 10 to 20 May 2021 by Harish Tiwari,2021-05-24T04:31:01Z,23009,1712,148
24 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-24T00:30:03Z,31728,3064,426
Bangladesh changes Passport for Israel Removes Except Israel from Passport,2021-05-23T17:14:14Z,750599,39624,3796
Israel to Give Honorary Citizenship to Soumya Santosh Israel Palestine Conflict,2021-05-23T15:05:18Z,434325,36030,2980
Court Case on Trump for calling Covid 19 the China Virus,2021-05-23T13:17:20Z,284958,23605,3467
23 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-23T00:30:00Z,34829,4169,412
Bangladesh Officially Beats India in Per Capita Income - Should India be Worried?,2021-05-22T17:22:16Z,443791,33312,7243
Morocco Spain Crisis Explained - Clashes between migrants and security forces,2021-05-22T14:28:25Z,412250,28256,2379
22 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-22T00:30:06Z,35141,3165,181
Al Aqsa Mosque Violence Starts Again | Israeli Forces start firing - New Conflict Breaksout,2021-05-21T17:45:06Z,574286,38581,7272
Bomb Blast hits anti-Israel rally in Pakistan,2021-05-21T15:15:45Z,609650,41010,7553
China Kicked out of the Samoa Port Project,2021-05-21T12:26:21Z,443480,35211,2794
Israel Hamas War Ends Hamas Claims Victory In Conflict With Israel After Ceasefire,2021-05-21T08:33:59Z,440557,30627,5362
21 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-21T00:30:01Z,34296,3376,289
Pakistan Attacks Israel at United Nations - Israeli–Palestinian Conflict | HAMAS | Gaza Strip,2021-05-20T17:32:15Z,621997,34452,4821
India will make BBC-Like International News Channel Big Decision by Government,2021-05-20T11:48:35Z,464648,44160,7609
19-20 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-20T00:30:02Z,36199,3352,239
Israel Could Conquer Gaza Says Benjamin Netanyahu Israel Palestine Conflict,2021-05-19T17:20:39Z,566392,39730,5847
Israel Destroys Hamas Suicide Submarine and kills 150 in Single Day,2021-05-19T04:45:01Z,625818,39897,3148
Singapore rejects Kejriwal’s tweet on Singapore COVID-19 strain,2021-05-19T02:30:14Z,335898,31412,4848
Russia Could Declare War on Israel over the Israel Palestine Conflict,2021-05-18T15:59:01Z,942477,49314,4367
Iran's shock to India Natural Gas Deal Farzad-B is Over - India Iran Relations 2021,2021-05-18T12:35:11Z,1017907,48012,7201
World Affairs 1 Million Subscribers Giveaway,2021-05-18T08:02:20Z,317447,43116,37835
18 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-18T00:30:02Z,40097,4127,325
Israel killed top Commander in Gaza through Air Strikes - Israel Gaza Conflict,2021-05-17T13:21:28Z,640508,42360,4599
UN Security Council meeting on Israel Gaza Conflict What did USA China and India say?,2021-05-17T11:14:10Z,546108,38028,4861
Turkey Wants to Make Special Military for Palestine against Israel in the Israel Gaza Conflict,2021-05-17T03:30:13Z,514551,35182,7840
17 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-17T00:30:16Z,32046,3135,132
Israel Ignored India’s Support in Israel Gaza conflict 2021? Explained,2021-05-16T15:04:41Z,762360,63325,9518
China Rover on Mars और Pakistan का Space Plan Cancel - Zhurong rover on mars,2021-05-16T12:42:08Z,366573,24082,2694
Anti - Israel Protests in Kashmir Israel Palestine Conflict,2021-05-16T07:55:59Z,388237,28213,6429
Most Important Current Affairs MCQs from 1 to 10 May 2021 by Harish Tiwari,2021-05-16T04:36:02Z,35878,2359,193
16 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-16T00:30:00Z,32159,3541,328
Al Jazeera office destroyed by Israeli air strike in Gaza - Gaza Israel Palestine Conflict,2021-05-15T14:55:31Z,555883,43746,15503
More than 7 Lakh Covid 19 Deaths in India -US Study भारत में Covid से 7 Lakh लोगों की मौत हो चुकी है,2021-05-15T06:14:32Z,304145,22172,3485
Israel Palestine conflict - Israel Attacked from Syria | Rockets Fired at Israel,2021-05-15T03:22:15Z,936742,50094,5762
15 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-15T00:30:04Z,32668,3990,209
France tells Azerbaijan to Get out of Armenia | Explained,2021-05-14T16:35:44Z,527364,37514,3456
Israel Palestine Conflict  - India’s Position in Israel Palestine Conflict | Explained,2021-05-14T13:07:28Z,612177,47541,14264
China threatens Australia with Ballistic Missile Strike over Taiwan Issue,2021-05-14T10:14:32Z,443782,31609,4285
Israel Gaza Conflict - Israeli Tanks Have Started Invading Gaza,2021-05-14T07:32:10Z,857060,52389,10566
Lessons in Resilience,2021-05-14T04:47:36Z,21707,,83
14 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-14T00:30:05Z,28055,2931,248
Israel Palestine Conflict - Turkey and Pakistan join hands to stop Israeli attacks on Palestine,2021-05-13T13:04:08Z,623730,38333,7835
Israel has the Right To Defend Itself says Joe Biden- Full Scale Possible between Israel & Palestine,2021-05-13T06:28:24Z,484934,38409,5384
13 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-13T00:30:02Z,30602,2876,166
Israel Declares Emergency after Riots in Lod Israel में दंगे,2021-05-12T15:18:34Z,761976,42926,8393
PM Narendra Modi will not travel to UK next month for G7 summit,2021-05-12T13:09:33Z,242987,20026,1732
Iron Dome Saves Israel from Hamas Rockets of Gaza | Explained,2021-05-12T07:48:32Z,621252,36455,3334
Most Important Current Affairs MCQs from 21 to 30 April 2021 by Harish Tiwari,2021-05-12T04:56:13Z,33540,2704,237
12 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-12T00:30:02Z,29847,4285,175
China Threatens Bangladesh over joining QUAD Group China ने Bangladesh को धमकाया,2021-05-11T12:53:10Z,416393,32102,2695
Israel Palestine Conflict - 20 Palestinians including 9 children killed as Israel strikes Gaza,2021-05-11T09:15:46Z,522542,37731,15500
11 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-11T00:30:09Z,30180,3826,183
US declares state of emergency after Cyber Attack on pipeline,2021-05-10T18:00:10Z,395912,27567,1974
Japan to Install Oxygen Plants in North-East India to Counter China,2021-05-10T14:23:24Z,296234,26569,2171
Chinese Military probed Weaponising Coronavirus in 2015 for World War 3 Claims Report,2021-05-10T06:38:55Z,550859,39871,3473
10 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-10T00:30:01Z,31526,4249,241
Pakistan Wants Investigation in India Uranium Case,2021-05-09T18:07:06Z,444849,29741,2027
Macron Defends India at EU Summit India Doesn't Need Vaccine Supply Lectures,2021-05-09T14:26:09Z,446522,38557,4351
UPSC & State PSC Exams | Maths Crash Course by Sahil Khandelwal | Number System #1,2021-05-09T12:57:04Z,21382,1433,99
China’s Rocket Crashes Near Maldives in the Indian ocean,2021-05-09T11:07:17Z,538932,32807,2452
UPSC & State PSC Exams | Maths by Sahil Khandelwal | Common Factor (उभयनिष्ठ गुणनखंड),2021-05-09T03:00:20Z,24647,1557,239
9 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-09T00:30:10Z,33762,3078,171
Pakistan says Article 370 India’s Internal Matter 35A से परेशानी है,2021-05-08T17:02:58Z,421384,30833,6356
