Title,Published_date,Views,Likes,Comments
Rajasthan Public Service Commission | किसान आंदोलन बूंदी और दूधवाखारा | राजस्थान किसान आंदोलन,2022-03-17T11:30:11Z,2165,68,3
Madhya Pradesh Public Service Commission | मध्यप्रदेश की प्रमुख योजनाएं | Schemes of MP,2022-03-17T11:16:10Z,78550,2698,12
"SBI PO Interview, ""Gaurav Sir current affairs are the best"" | Strategy by Vikash Kumar, SBI PO 2021",2022-03-17T11:15:09Z,3380,140,1
"China Foreign Minister Wang Yi may visit India, first high-level visit since Galwan clash",2022-03-17T10:15:10Z,229565,9013,147
Most Important Judgments October 2021 | Judicial Service Exam | Part 2,2022-03-17T09:45:10Z,4618,201,5
War Analysis: What can End a War? Russia-Ukraine Crisis,2022-03-17T09:00:14Z,12976,411,7
Kanya Shiksha Pravesh Utsav Campaign | Key Points | UPSC Prelims | GS Paper 2,2022-03-17T08:15:10Z,5039,253,6
How the US Fed Rate hike will impact Indian Stock Market?,2022-03-17T07:30:19Z,35258,1258,24
Madhya Pradesh Public Service Commission | महाकौशल विद्रोह | MPPSC,2022-03-17T06:46:04Z,13169,509,7
Women voters becoming more & more important in Indian politics. | UPSC Women Empowerment,2022-03-17T06:30:14Z,73445,3449,31
"In World Court, Indian Judge Votes Against Russia for Invading Ukraine | Russia-Ukraine Crisis",2022-03-17T05:30:16Z,381329,10052,272
UPSC CSE Prelims 2022 - How to Crack UPSC CSE Prelims through MCQs - Set 63 | UPSC IAS IPS IFS Exams,2022-03-17T05:00:13Z,3307,89,5
Polity MCQs l Top 20 Polity MCQs For all Exams by Dr Vipan Goyal l Study IQ,2022-03-17T04:22:51Z,41939,3076,28
Has Disinvestment worked for India ? Analysis for Upsc and State PCS | GS Paper 3,2022-03-17T04:00:27Z,186356,7037,126
17 March 2022 | The Hindu Newspaper Analysis by Prashant Tiwari | Current Affairs 2022 #UPSC #IAS,2022-03-17T02:33:13Z,13353,562,22
Akashvani 16th March' 2022: International Day to Combat Islamophobia & Other News.,2022-03-17T02:30:18Z,4085,261,9
Bihar Budget 2021-22: Bihar Economic Survey 2021-22 for 67th BPSC and all competitive Exams | Set 4,2022-03-17T02:00:13Z,10089,318,3
Mixture Maths Class for SSC  CGL / CHSL / CPO & Other Exams | Part 5 | By Vasu Sir,2022-03-16T17:29:09Z,6392,159,7
"4,500-year old network of 'funerary avenues' discovered in Saudi Arabia | Ancient History",2022-03-16T16:45:31Z,33273,779,16
Top 20 Science MCQs For All Exams by Dr Vipan Goyal l Study IQ l Science MCQs,2022-03-16T16:21:36Z,35255,2724,3
Karewas are being destroyed in the name of development | Jammu and Kashmir PSC KAS,2022-03-16T16:00:13Z,22453,578,7
"Restriction on Central Government Employees | The Central Civil Services (Conduct) Rules, 1964",2022-03-16T15:30:13Z,30663,436,3
Mai Vote Hu | Vyang by Adarsh Gupta,2022-03-16T14:30:11Z,14860,1247,52
"The Kashmir Files real story - Kashmiri Pandits EXODUS, What happened in Kashmir valley in 1990?",2022-03-16T13:45:10Z,28787,1105,20
UPPCS Notification 2022 | UPPCS 2022 | Detailed Information,2022-03-16T13:22:33Z,43187,1043,8
India slams UN over 'International Day to Combat Islamophobia | UPSC Current Affairs,2022-03-16T12:45:12Z,332943,14023,236
Most Important current affairs for UPSC Prelims 2022 | Part 1,2022-03-16T12:15:19Z,74071,2186,6
किसान आंदोलन आंदोलन जिसका मामला ब्रिटिश संसद में गूंजा था | RPSC/RAS,2022-03-16T11:30:13Z,2279,64,5
"The Constitution (52nd Amendment) Act, 1985. Decoded By Shagun Pahwa | Indian Polity",2022-03-16T11:30:11Z,7154,289,5
US official says India could be on 'wrong side of history' for buying discounted Russian oil,2022-03-16T10:30:13Z,387552,12796,575
CMFRI identifies new ‘Vatta’ fish species in Indian waters | UPSC Environment,2022-03-16T10:02:06Z,13306,477,12
"Bihar Forest Service Interview - How to prepare for Bihar Forest Service by Satyam Kumar, Rank 35",2022-03-16T09:38:35Z,4777,172,6
Saudi Arabia considers accepting Yuan instead of dollars for oil sales,2022-03-16T08:20:59Z,260980,7825,231
Most Important Judgments October 2021 | Judicial Service Exam | Part 1,2022-03-16T07:50:19Z,2586,75,4
How to Book Live Doubt Sessions? | for Smart Course Users | Target UPSC,2022-03-16T07:25:31Z,2573,37,3
Maharashtra govt seeks World Heritage Site tag for various sites,2022-03-16T07:00:28Z,11688,473,13
Madhya Pradesh Public Service Commission | केन बेतवा लिंक परियोजना सम्पूर्ण जानकारी | MPPSC,2022-03-16T06:54:18Z,11481,430,8
Islamic State ISIS threatens violence in India after Hijab ban order by Karnataka HC,2022-03-16T06:00:14Z,251112,9455,225
UPSC CSE Prelims 2022 - How to Crack UPSC CSE Prelims through MCQs - Set 62 | UPSC IAS IPS IFS Exams,2022-03-16T05:00:08Z,2484,97,1
Geography MCQs l Top 20 Geography MCQs For All Exams by Dr Vipan Goyal l Study IQ,2022-03-16T04:21:48Z,35462,2710,20
How Putin is Financing this War ? Critical Analysis | Russia-Ukraine Crisis,2022-03-16T04:00:14Z,346029,11311,105
16 March 2022 | The Hindu Newspaper Analysis by Prashant Tiwari | Current Affairs 2022 #UPSC #IAS,2022-03-16T02:42:17Z,14437,559,19
"Akashvani 15th March' 2022: The Climate Pledge, Operation Greens & Other News.",2022-03-16T02:30:15Z,4321,302,27
ESIC SSO Exam 2022 - ESIC Recruitment Full Detailed Information | Vacancy | Syllabus | Pay Scale,2022-03-16T02:00:14Z,3583,117,5
What is teacher recruitment scam in West Bengal & why HC ordered CBI probe? | Current Affairs,2022-03-15T17:30:10Z,35355,1284,30
Mixture Maths Class for SSC  CGL / CHSL / CPO & Other Exams | Part 4 | By Vasu Sir,2022-03-15T17:22:55Z,4874,157,1
What weapons are being used in Russia's invasion? | Russia-Ukraine Crisis,2022-03-15T17:00:13Z,13839,422,5
Kashmiri pandits exodus. Know about it. RTI says 89 pandits lost life due to militancy | UPSC,2022-03-15T16:30:11Z,19763,857,15
SSC Exams 2022 l General Studies MCQs For SSC CGL CHSL CPO JE By Dr Vipan Goyal l Study IQ,2022-03-15T16:28:59Z,16415,1096,2
Hijab Ban Upheld by Karnataka High Court | Judgement Decoded,2022-03-15T16:00:12Z,30019,1210,8
Why Russian Airforce is missing in Ukraine? Critical Analysis by Adarsh Gupta,2022-03-15T15:00:22Z,432560,12079,130
India-Myanmar Relations: Importance & Background | International Relations | UPSC Mains | GS Paper 2,2022-03-15T14:33:51Z,95870,3466,28
Uttar Pradesh PSC | राष्ट्रीय दल /क्षेत्रीय दल UPPSC,2022-03-15T14:18:37Z,13931,409,3
China's 14th Five-Year Plan (2021-2025) for Economic & Social Development by Dr Gaurav Garg,2022-03-15T13:45:12Z,59858,2535,46
Iran suspends Secret talks with Saudi Arabia after mass execution of 81 people | Current Affairs,2022-03-15T12:45:14Z,150073,4642,54
Superbugs kill 1.3 million people globally every year | Science & Tech Current Affairs,2022-03-15T12:30:12Z,9400,306,7
Most Important Judgments November 2021 | Judicial Service Exam | Part 2,2022-03-15T12:16:06Z,2373,68,6
Rajasthan Public Service Commission | जयपुर शासक  ब्रिटेन गंगाजल क्यों  लेकर गए ? RPSC/RAS,2022-03-15T11:55:37Z,2724,98,2
"The Constitution (26th Amendment) Act, 1971. Decoded by Shagun Pahwa | Indian Polity",2022-03-15T11:45:11Z,4659,206,4
Madhya Pradesh Public Service Commission | मध्य प्रदेश लोक सेवा आयोग | मध्य प्रदेश के अभ्यारण्य,2022-03-15T11:37:05Z,10523,415,4
Russia warns of catastrophic consequences if Russian oil banned | Russia-Ukraine Crisis,2022-03-15T10:45:12Z,133201,4104,65
UPSC CAPF Topper Interview - How to prepare for CAPF Exam by Suyash Dwivedi UPSC CAPF 2020 AIR 22,2022-03-15T10:15:13Z,22545,1007,12
Ukraine Crisis will disrupt the global order. What will be it's possible impact on world order?,2022-03-15T09:30:13Z,31726,1118,13
The role of Odisha’s health scheme in BJD’s rural polls,2022-03-15T08:45:13Z,5247,241,12
Karnataka High Court says hijab non-essential part of Islam | Karnataka Hijab Controversy,2022-03-15T07:45:13Z,187321,9097,292
Rights and Duties of Unmarried Couples | Related Laws | Judiciary,2022-03-15T07:00:11Z,138036,6720,24
Madhya Pradesh Public Service Commission | मध्य प्रदेश लोक सेवा आयोग | सतपुड़ा पर्वत श्रृंखला MPPSC,2022-03-15T06:39:28Z,30008,936,9
China battles worst Covid-19 outbreak in two years | China Lock Down Cities,2022-03-15T06:00:13Z,378868,10718,211
How India can take back Aksai Chin using Russia ? Critical Analysis by Adarsh Gupta,2022-03-15T04:51:07Z,1545896,29447,227
Top 20 Biology MCQs For All Exams by Dr Vipan Goyal l Study IQ l Science MCQs,2022-03-15T04:28:45Z,25511,1979,6
15 March 2022 | The Hindu Newspaper Analysis by Prashant Tiwari | Current Affairs 2022 #UPSC #IAS,2022-03-15T02:41:04Z,13526,556,12
"Akashvani 14th March' 2022: Chilika lake, Sahitya Akademi & Other News.",2022-03-15T02:30:21Z,7249,350,13
Mixture Maths Class for SSC  CGL / CHSL / CPO & Other Exams | Part 3 | By Vasu Sir,2022-03-14T17:24:09Z,5420,196,19
General Awareness MCQs Marathon Class l Best 100 MCQs by Dr Vipan Goyal  Study IQ CET State PCS Exam,2022-03-14T17:20:29Z,40166,2421,3
Kurukshetra Magazine 2021 | January to December (2021) - Complete 1 Year Analysis | UPSC/IAS/PSC,2022-03-14T17:00:13Z,222027,2427,37
Atmanirbharta Lesson for India | Russia-Ukraine War | UPSC Mains | GS Paper 2 & 3,2022-03-14T16:30:17Z,48440,1319,17
How to get Gun Licence in India | Arms Act 1959,2022-03-14T16:00:12Z,609639,19816,82
Blunders of NATO | Case Study by Adarsh Gupta,2022-03-14T15:00:12Z,357161,14291,145
Why Hitler didn't invade Switzerland? | World History | General Studies | UPSC CSE Mains,2022-03-14T14:00:12Z,687461,13622,45
Uttar Pradesh PSC  | क्या है झांसी की बबीना नहर परियोजना | UPPSC,2022-03-14T13:56:15Z,4275,158,1
Can people move towards Vegetarianism to save the world? Analysis By Dr. Gaurav Garg,2022-03-14T13:30:14Z,28565,2182,84
ICC launches war crimes investigation over Russian invasion of Ukraine | Russia-Ukraine Crisis,2022-03-14T12:33:15Z,73267,2119,41
"Bihar Forest Service - How to prepare Interview for Bihar Forest Service by Anish kumar, Rank 4",2022-03-14T12:15:13Z,1528,27,1
Rajasthan Public Service Commission | क्या राणा सांगा ने बाबर को भारत बुलाया था? RPSC/RAS,2022-03-14T12:01:54Z,6135,226,5
"The Constitution (24th & 25th Amendment) Act, 1971. Decoded by Shagun Pahwa | Indian Polity",2022-03-14T11:45:58Z,11468,442,11
Madhya Pradesh Public Service Commission | मध्य प्रदेश लोक सेवा आयोग | मध्यप्रदेश के प्रमुख संस्थान,2022-03-14T11:35:43Z,8422,290,3
Paytm CEO Arrested. What next for Paytm Share? Know all about it.,2022-03-14T10:51:34Z,197391,7047,132
Most Important Judgments November 2021 | Judicial Service Exam | Part 1,2022-03-14T10:20:35Z,5162,231,4
Rajasthan announced return to Old Pension Regime | Govt Policies | GS Paper 2,2022-03-14T09:45:13Z,36528,1269,46
RuPay & UPI are Indian weapons to defeat VISA-MasterCard hegemony | UPSC #DigiPayment,2022-03-14T09:00:10Z,52390,1807,51
Russia has requested military assistance from China. Trouble for India's defense ? Russia-Ukraine,2022-03-14T08:00:12Z,282696,8269,172
Madhya Pradesh Public Service Commission | मध्य प्रदेश लोक सेवा आयोग | बघेल वंश Part 2 MPPSC,2022-03-14T06:46:48Z,96194,1956,45
UPSC CSE Prelims 2022 - How to Crack UPSC CSE Prelims through MCQs - Set 61 | UPSC IAS IPS IFS Exams,2022-03-14T06:45:10Z,2894,88,1
Did NATO Push Ukraine into War?  Russia-Ukraine Crisis | International Relations,2022-03-14T05:50:31Z,164772,5653,187
Top 20 History MCQs For All Exams by Dr Vipan Goyal l Study IQ l History MCQs,2022-03-14T04:28:39Z,32970,2592,32
Why USA Hide AREA 51 ? Case Study By Adarsh Gupta,2022-03-14T04:00:14Z,762674,17827,155
"Akashvani 13th March' 2022: UPI123 Pay, Net Zero Emission 2030 & Other News.",2022-03-14T02:30:12Z,6752,355,7
14 March 2022 | The Hindu Newspaper Analysis by Prashant Tiwari | Current Affairs 2022 #UPSC #IAS,2022-03-14T02:29:09Z,14115,624,23
Mixture Maths Class for SSC  CGL / CHSL / CPO & Other Exams | Part 2 | By Vasu Sir,2022-03-13T17:28:05Z,7912,236,10
Konark will now light up its Sun Temple with solar energy | Current Affairs for UPSC and State PSC,2022-03-13T17:00:10Z,17304,690,18
"Down to Earth Magazine Analysis - Ist to 15th October 2021 Part 2 for UPSC, State PSC, Other Exams",2022-03-13T16:00:11Z,4860,158,7
How BrahMos become the fastest cruise missile of the world? current Affairs | UPSC GS 3,2022-03-13T14:30:09Z,728483,22880,249
UPSC Releases Annual Report for 2020-2021,2022-03-13T12:15:09Z,10817,289,2
"The Constitution (Ninth Amendment) Act, 1960. Decoded by Shagun Pahwa | Indian Polity",2022-03-13T11:30:13Z,5358,222,6
UPSC CSE Prelims 2022 - How to Crack UPSC CSE Prelims through MCQs - Set 60 | UPSC IAS IPS IFS Exams,2022-03-13T10:45:10Z,7281,274,5
"UPSC CAPF Topper Interview -  ""I Practiced 5000 questions before exam"" by Avinash Kancharana AIR 6",2022-03-13T10:22:34Z,8932,312,5
Who is Natalia Sindeyeva? Why did Russia ban the Dozhd Live News Channel? Russia - Ukraine Crisis,2022-03-13T09:30:23Z,20922,809,30
Govt to Open Villages for Tourists along Tibet Border | Current Affairs | UPSC GS Paper 3,2022-03-13T08:30:13Z,190345,7241,106
J&K Government Approves First-Ever FDI Policy for the UT | Govt Schemes | UPSC & State PCS,2022-03-13T07:30:10Z,17240,686,7
"EPF rate slashed to 8.1%, lowest in over 4 decades | Current Affairs | GS 3",2022-03-13T06:30:12Z,100504,3541,100
250 Best Polity Questions | Complete Polity through MCQs | Must for UPSC & State PCS Exams,2022-03-13T06:00:12Z,308033,6120,23
100 years of insulin use: How it was discovered and where we stand today | Science & Tech,2022-03-13T04:00:26Z,15239,573,9
"Akashvani 12th March' 2022: Net Zero Emission 2030, First Drone School in Gwalior & Other News.",2022-03-13T02:30:11Z,9891,479,48
Bihar Budget 2021-22: Bihar Economic Survey 2021-22 for 67th BPSC and all competitive Exams | Set 3,2022-03-13T02:00:14Z,11269,376,6
Telangana Current Affairs 2021 - Complete 1 year January to December by Dr Gaurav Garg,2022-03-12T16:30:13Z,91691,3123,150
How the lions Vanished from Haryana? History | UPSC/State PCS,2022-03-12T16:15:13Z,15947,509,18
Uttar Pradesh Current Affairs 2021 - Complete 1 year January to December for UP PCS & other exams,2022-03-12T15:30:11Z,724087,7640,152
Russia Ukraine conflict gives concern to tea exporters of India. Know why? Russia - Ukraine Crisis,2022-03-12T15:15:11Z,20395,806,9
SSC CHSL ( 10 + 2 ) 2021 - 2022 Reasoning Class for SSC / CHSL & Other Exams | Set 16 | By Vitul Sir,2022-03-12T14:52:51Z,15534,454,8
IAS vs Judge | Who is more powerful? Career guidance| JUGALBANDI | Executive versus Judiciary,2022-03-12T14:13:17Z,91086,3325,44
Uttar Pradesh PSC | उत्तर प्रदेश विधानसभा चुनाव  2022 | UPPSC,2022-03-12T14:03:41Z,5471,187,1
Why Russia wants to rule top of the world? Critical Analysis by Dr. Gaurav Garg,2022-03-12T13:30:11Z,122965,5939,86
SSC CHSL ( 10 + 2 ) 2021 - 2022 Maths Class for SSC / CHSL & Other Exams | Set 12 | By Vitul Sir,2022-03-12T13:09:14Z,10001,225,6
Most Important Judgments December 2021 | Judicial Service Exam | Part 2,2022-03-12T13:00:12Z,2552,78,5
"IAS Interview - Success Story from Doctor to IAS Officer by Dr Nitin Shakya, ACP, Andaman & Nicobar",2022-03-12T12:30:10Z,8691,220,4
"The Constitution (Seventh Amendment) Act, 1956. Decoded by Shagun Pahwa | India Polity",2022-03-12T11:45:11Z,7717,351,6
Rajasthan Public Service Commission| गणेश्वर सभ्यता ताम्रयुगीन सभ्यता की जननी क्यों ? RPSC/RAS,2022-03-12T11:30:11Z,2847,77,3
Madhya Pradesh Public Service Commission | जनजातियों के प्रमुख नृत्य | MPPSC,2022-03-12T11:07:04Z,14514,486,4
"Pakistan Police Storm Parliament Lodges, Imran Khan to face No-trust vote | Current Affairs",2022-03-12T10:45:09Z,172199,5478,62
Government approved continuation of Immigration Visa Foreigners Registration Tracking (IVFRT) Scheme,2022-03-12T10:00:15Z,9814,424,3
UPSC CSE Prelims 2022 - How to Crack UPSC CSE Prelims through MCQs - Set 59 | UPSC IAS IPS IFS Exams,2022-03-12T09:30:10Z,4958,196,6
US deploys 2 patriot missile defence system in Poland amid threats from Russia | Russia - Ukraine,2022-03-12T08:30:12Z,157116,4557,65
Has Lokpal been effective in curbing corruption in India? What changes are needed? UPSC Ethics,2022-03-12T07:30:54Z,30053,1247,17
Madhya Pradesh Public Service Commission | मध्य प्रदेश लोक सेवा आयोग | बघेल वंश MPPSC,2022-03-12T06:42:16Z,756832,9145,208
RBI bans Paytm Bank from onboarding new customers | Economic Current Affairs | UPSC,2022-03-12T06:30:11Z,225150,7237,125
"American Barn Owl, Rarely Found in India, Spotted in Bihar’s Supaul | Environment | BPSC UPSC",2022-03-12T05:45:09Z,22453,743,49
Top 20 History MCQs For All Exams by Dr Vipan Goyal l Study IQ l History MCQs,2022-03-12T04:30:40Z,34882,2471,17
Which city is India's Startup capital? Economic Survey 2022 | UPSC GS 3,2022-03-12T04:30:12Z,81213,3820,106
Bihar to get its first floating solar power plant in Darbhanga | UPSC GS 3 | Government Policies,2022-03-12T04:02:06Z,31228,1191,54
"Akashvani 11th March' 2022: NaBFID, Colombo Security Conclave & Other News",2022-03-12T02:30:12Z,4860,339,21
12 March 2022 | The Hindu Newspaper Analysis by Prashant Tiwari | Current Affairs 2022 #UPSC #IAS,2022-03-12T02:24:28Z,12118,575,27
Mensuration 2D Maths Class for SSC  CGL / CHSL / CPO & Other Exams | Part 8 | By Vasu Sir,2022-03-11T17:33:35Z,4890,130,2
Most Important Judgments December 2021 | Judicial Service Exam | Part 1,2022-03-11T17:15:09Z,3804,128,4
Conservative leader Yoon suk Yeol becomes president of south Korea. | UPSC Politics EastAsia,2022-03-11T16:30:10Z,139333,4192,35
Geography MCQs l Special India and World Geography MCQs For State PCS Exams by Dr Vipan Goyal,2022-03-11T16:08:27Z,17577,1614,3
Crime in train: what to do? | Railway Protection Force (RPF) Vs Government Railway Police (GRP),2022-03-11T16:04:38Z,9981,361,4
"Odisha Current Affairs 2021 Complete January to December - OPSC, OAS, OTET, ASO & other exams",2022-03-11T15:30:11Z,305916,8554,229
6 Times Russia Voted in UNSC to support INDIA | UPSC/State PCS | International Relations,2022-03-11T15:00:19Z,559373,25954,251
"Economic Survey 2022 -  Detailed Analysis Chapter 9, 10, 11 | UPSC Exams",2022-03-11T14:45:18Z,3089,76,2
UP Public Service commission | UP पुरस्कार एवं सम्मान : किसे मिला नारी शक्ति पुरस्कार ? UPPSC,2022-03-11T14:43:49Z,5337,166,2
SSC CHSL ( 10 + 2 ) 2021 - 2022 Reasoning Class for SSC / CHSL & Other Exams | Set 15 | By Vitul Sir,2022-03-11T14:34:53Z,5435,149,5
Root causes of Naxalism in India | Important Debates Simplified | UPSC Internal Security,2022-03-11T14:06:07Z,161758,5835,58
Tripura Forest Service 2021 Topper interview - How to Choose Optional by Rank 3 Nabarun Chandra Dey,2022-03-11T13:30:12Z,3003,86,4
SSC CHSL ( 10 + 2 ) 2021 - 2022 Maths Class for SSC / CHSL & Other Exams | Set 11 | By Vitul Sir,2022-03-11T13:03:08Z,4374,112,5
RBI conducts $5 billion dollar-rupee swap to control falling rupee and inflation,2022-03-11T12:30:12Z,257138,9411,76
Tribal Land Acquisition | Forest Rights Act 2006 | Land Acquisition Act 2013,2022-03-11T12:00:20Z,23656,743,8
Madhya Pradesh Public Service Commission | मध्य प्रदेश की जनजातीय विशेषताएँ | MPPSC,2022-03-11T11:35:14Z,17869,428,9
"The Constitutional (Second Amendment) Act, 1952 Decoded By Shagun Pahwa | Indian Polity",2022-03-11T11:33:33Z,4508,187,3
Rajasthan Public Service Commission | लोक देवता रामदेव जी | RPSC/RAS,2022-03-11T11:30:23Z,3434,195,11
New notification for brick kilns by the Ministry of Environment | Forest and Climate Change | UPSC,2022-03-11T10:30:12Z,32435,859,11
WHO warned Ukraine to destroy all High-Threat lab viruses | Russia - Ukraine Crisis,2022-03-11T09:30:12Z,227979,5927,83
USA bans Russian energy. Will it end war in Ukraine? How will it impact India? UPSC IR,2022-03-11T08:45:09Z,20029,703,6
Himachal's first biodiversity park to conserve endangered herbs | HPPSC | UPSC GS 3,2022-03-11T08:00:13Z,10467,410,4
Stock Market for beginners - How to find out your risk profile? What is risk profile?,2022-03-11T07:30:09Z,5929,262,7
RBI launches UPI 123Pay that allows UPI payments on feature phones | Government Policies | UPSC,2022-03-11T06:30:09Z,171059,6647,92
Madhya Pradesh Public Service Commission |VINDHYAN RANGE | MPPSC,2022-03-11T06:11:43Z,21436,735,11
How American Wars Destroyed the World? Case Study By Adarsh Gupta,2022-03-11T05:30:12Z,562449,22295,267
Polity MCQs l Special Indian Polity and Constitution MCQs For All Exams by Dr Vipan Goyal l Study IQ,2022-03-11T04:22:29Z,21913,1885,9
"Supersonic Projectile from India entered Pakistan airspace, claims Pak Army",2022-03-11T04:21:16Z,503509,12331,220
"Akashvani 10th March' 2022: UPI123Pay, National Land Monetization corporation & Other News",2022-03-11T02:30:11Z,11012,482,18
11 March 2022 | The Hindu Newspaper Analysis by Prashant Tiwari | Current Affairs 2022 #UPSC #IAS,2022-03-11T02:24:57Z,11107,535,25
Mensuration 2D Maths Class for SSC  CGL / CHSL / CPO & Other Exams | Part 7 | By Vasu Sir,2022-03-10T17:33:38Z,5256,134,5
"What are Europe’s ‘ghost flights’, and why are they a problem?",2022-03-10T17:31:00Z,74652,1738,20
Most Important Judgments January 2022 | Judicial Service Exam |  Part 2,2022-03-10T17:00:12Z,5697,229,4
"Maharashtra’s sugarcane Fair and Remunerative Price (FRP) changes, and why farmers oppose them",2022-03-10T16:33:13Z,11143,345,6
History MCQs l Special Indian History MCQs For State PCS Exams by Dr Vipan Goyal #BPSC #CGPSC #MPPSC,2022-03-10T16:17:10Z,16064,1175,3
'Kahani Koyle Ki' | A satirical Representation of Extraction of Coal and Increasing Pollution,2022-03-10T15:15:11Z,54189,4330,194
SSC CHSL ( 10 + 2 ) 2021 - 2022 Reasoning Class for SSC / CHSL & Other Exams | Set 14 | By Vitul Sir,2022-03-10T14:46:54Z,5059,188,6
What should be done in case of car theft? | Related Laws | Judiciary,2022-03-10T14:45:11Z,6009,214,4
Uttar Pradesh PSC | मंदिर की शैली | अयोध्या राम मंदिर किस शैली में है? UPPSC,2022-03-10T14:04:50Z,4169,180,7
Can Russia Ukraine conflict benefit Indian farmers? India to export wheat in large quantity | UPSC,2022-03-10T14:00:12Z,21748,895,9
"The Constitutional (First Amendment) Act, 1951. Decoded by Shagun Pahwa | Indian Polity",2022-03-10T13:30:12Z,13509,559,7
SSC CHSL ( 10 + 2 ) 2021 - 2022 Maths Class for SSC / CHSL & Other Exams | Set 10 | By Vitul Sir,2022-03-10T13:12:18Z,4245,124,2
How the Assembly Election 2022 will change the landscape of national politics?,2022-03-10T12:30:12Z,327050,14006,268
जीवित रहा तॊ जयपुर को धूल में मिला दूँगा -महादजी सिंधिया | जयपुर v/s मराठा | RPSC/RAS,2022-03-10T12:02:43Z,19935,542,29
"How Cuba, Ukraine & Taiwan becomes Pawn of Superpowers | International Relations | UPSC/State PCS",2022-03-10T11:45:11Z,88256,3629,71
Madhya Pradesh Public Service Commission | मध्य प्रदेश लोक सेवा आयोग | मध्यप्रदेश की जनजातियाँ,2022-03-10T11:33:35Z,15542,636,2
"UPSC 2020 Topper Interview, Story of clearing UPSC CSE from IB officer by Altap Sheikh AIR 545",2022-03-10T11:15:26Z,5226,179,2
"TCS Approves Rs 18,000-crore Share Buyback Offer | Know all about it | Economic Current Affairs",2022-03-10T10:15:10Z,101504,3562,35
India lacks a solar waste handling policy. What is Solar Waste? | UPSC Environment,2022-03-10T09:30:12Z,20576,799,12
How can Artificial intelligence/machine learning help Indian judiciary reduce pendency? | UPSC,2022-03-10T08:45:12Z,16597,771,5
Saudi Arabia and UAE leaders 'reject calls with US President Biden',2022-03-10T07:45:12Z,420077,12191,211
Madhya Pradesh Public Service Commission | मध्य प्रदेश लोक सेवा आयोग | चंबल नदी | संपूर्ण जानकारी,2022-03-10T06:20:32Z,8878,379,9
UPSC CSE Prelims 2022 - How to Crack UPSC CSE Prelims through MCQs - Set 58 | UPSC IAS IPS IFS Exams,2022-03-10T06:15:10Z,3164,99,1
Cairn Vedanta makes oil discovery in Rajasthan block | Know all about it | RPSC UPSC,2022-03-10T05:30:11Z,382445,10214,164
Why Sri Lanka was never a part of India ? Critical Analysis | UPSC GS 1,2022-03-10T04:30:12Z,1276327,24701,162
SSC Exams 2022 l General Studies MCQs For SSC CGL CHSL CPO JE By Dr Vipan Goyal l Study IQ,2022-03-10T04:18:24Z,19077,1282,8
Exodus of Kashmiri Pandits in 1990s. Know all about it.,2022-03-10T03:30:12Z,803708,35982,411
SIDBI Grade A 2022 Notification Released | Know All the Details | SIDBI Recruitment 2022,2022-03-10T03:00:13Z,3012,86,3
10 March 2022 | The Hindu Newspaper Analysis by Prashant Tiwari | Current Affairs 2022 #UPSC #IAS,2022-03-10T02:46:25Z,15500,520,20
"Akashvani 9th March' 2022: Indian Diamond Industry, Samartha & Other News",2022-03-10T02:35:21Z,3830,266,15
Bihar Budget 2021-22: Bihar Economic Survey 2021-22 for 67th BPSC and all competitive Exams | Set 2,2022-03-10T02:00:13Z,16317,493,17
Mensuration 2D Maths Class for SSC  CGL / CHSL / CPO & Other Exams | Part 6 | By Vasu Sir,2022-03-09T17:28:07Z,5066,165,2
Most Important Judgments January 2022 | Judicial Service Exam |  Part 1,2022-03-09T17:15:11Z,11384,402,4
Ukraine Crisis has India in limbo. Who will India support  - Russia or USA?,2022-03-09T16:41:25Z,38638,1192,29
Madhya Pradesh Budget 2022-23 | जानिए बजट से जुड़े बड़े एलान | MPPSC,2022-03-09T16:39:34Z,27413,1207,21
Geography MCQs l Special India and World Geography MCQs For All Exams by Dr Vipan Goyal l Study IQ,2022-03-09T16:18:49Z,24703,2052,11
Is Begging an Offence? | Bombay Prevention of Begging Act 1959 | Related Laws,2022-03-09T16:09:43Z,14001,588,7
Was Homi J Bhabha killed by CIA ? Personality in News,2022-03-09T15:00:11Z,471699,19383,142
Uttar Pradesh PSC | Article: 21 | त्वरित सुनवाई (Speedy Trial): हर अभियुक्त का अधिकार | UPPSC,2022-03-09T14:11:43Z,5694,272,3
Can Yogi be the Next Modi? | Indian Politics | UP Assembly Elections 2022 | Party and Politics,2022-03-09T14:00:21Z,1071508,51930,652
Hydropower development turns an Uttarakhand village into a graveyard | UKPSC UPSC Exams,2022-03-09T13:40:38Z,15282,515,7
Rift emerges among NATO allies as US rejects Poland's offer | Russia - Ukraine Crisis,2022-03-09T12:45:13Z,204617,6303,170
Rajasthan Public Service Commission |  व्यावसायिक लोकनृत्य | RPSC/RAS,2022-03-09T12:07:33Z,3245,111,4
"Naseeruddin Shah suffers from a Mental Health condition called Onomatomania, know what it is",2022-03-09T12:00:12Z,26498,952,41
How Constitutional Amendments are carried out? Decoded By Shagun | Indian Polity,2022-03-09T11:30:20Z,5822,361,6
Madhya Pradesh Public Service Commission | मध्य प्रदेश लोक सेवा आयोग | मध्यप्रदेश की अनुसूचित जाति,2022-03-09T11:22:45Z,6012,232,3
